sample	contig	qlen	HumGut_name	ref	sstart	send	host_genus	host_species
B1_6_months	k141_33341	10490	HumGut_7869	kraken:taxid|3007869|HumGut_7869_1	648050	658561	Streptococcus	Streptococcus salivarius
B1_6_months	k141_33341	10490	HumGut_8460	kraken:taxid|3008460|HumGut_8460_1	321020	331527	Streptococcus	Streptococcus salivarius
B1_6_months	k141_33341	10490	HumGut_8463	kraken:taxid|3008463|HumGut_8463_1	860285	849785	Streptococcus	Streptococcus sp. CCH5-D3
B1_6_months	k141_33341	10490	HumGut_8572	kraken:taxid|3008572|HumGut_8572_1	130864	120356	Streptococcus	Streptococcus salivarius
B1_6_months	k141_33341	10490	HumGut_9168	kraken:taxid|3009168|HumGut_9168_1	428812	439324	Streptococcus	Streptococcus salivarius
B1_6_months	k141_33341	10490	HumGut_9191	kraken:taxid|3009191|HumGut_9191_1	125663	136172	Streptococcus	Streptococcus salivarius
B1_6_months	k141_33341	10490	HumGut_9438	kraken:taxid|3009438|HumGut_9438_1	159344	148832	Streptococcus	Streptococcus salivarius
B1_6_months	k141_33341	10490	HumGut_9586	kraken:taxid|3009586|HumGut_9586_1	156257	145745	Streptococcus	Streptococcus salivarius
B1_6_months	k141_33341	10490	HumGut_9946	kraken:taxid|3009946|HumGut_9946_1	1388027	1398536	Streptococcus	Streptococcus sp. C150
B1_6_months	k141_36901_phage181_40379_51458_21_0.61	11080	HumGut_21194	kraken:taxid|3021194|HumGut_21194_1	385144	396223	Streptococcus	Streptococcus oralis
B1_6_months	k141_38470	15284	HumGut_20279	kraken:taxid|3020279|HumGut_20279_1	1547652	1562292	Xylanimonas	Xylanimonas cellulosilytica
B1_6_months	k141_38470	15284	HumGut_20281	kraken:taxid|3020281|HumGut_20281_1	380384	395666	Actinomyces	Actinomyces sp. HMSC035G02
B1_6_months	k141_38470	15284	HumGut_20938	kraken:taxid|3020938|HumGut_20938_1	963740	948460	Sanguibacter	Sanguibacter keddieii
B1_6_months	k141_38470	15284	HumGut_24741	kraken:taxid|3024741|HumGut_24741_1	127784	112516	Actinomyces	uncultured Actinomyces sp.
B1_6_months	k141_38470	15284	HumGut_26172	kraken:taxid|3026172|HumGut_26172_1	1909926	1894650	Schaalia	Schaalia odontolytica
B1_6_months	k141_38470	15284	HumGut_27050	kraken:taxid|3027050|HumGut_27050_1	313390	298111	Schaalia	Schaalia odontolytica
B1_6_months	k141_38470	15284	HumGut_27243	kraken:taxid|3027243|HumGut_27243_1	2289411	2274133	Schaalia	Schaalia odontolytica
B1_6_months	k141_38785_phage54_8890_22237_11_0.74	13348	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	1712223	1725569	Clostridium	Clostridium neonatale
B1_6_months	k141_6638	10306	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	2853934	2864123	Clostridium	Clostridium neonatale
B1_6_months	k141_7468_phage213_8839_21380_12_0.65	12542	HumGut_20279	kraken:taxid|3020279|HumGut_20279_1	2157204	2144671	Xylanimonas	Xylanimonas cellulosilytica
B1_6_months	k141_7468_phage213_8839_21380_12_0.65	12542	HumGut_20281	kraken:taxid|3020281|HumGut_20281_1	642040	654571	Actinomyces	Actinomyces sp. HMSC035G02
B1_6_months	k141_7468_phage213_8839_21380_12_0.65	12542	HumGut_20938	kraken:taxid|3020938|HumGut_20938_1	1246392	1233860	Sanguibacter	Sanguibacter keddieii
B1_6_months	k141_7468_phage213_8839_21380_12_0.65	12542	HumGut_24741	kraken:taxid|3024741|HumGut_24741_1	287273	274791	Actinomyces	uncultured Actinomyces sp.
B1_6_months	k141_7468_phage213_8839_21380_12_0.65	12542	HumGut_26172	kraken:taxid|3026172|HumGut_26172_1	724751	712216	Schaalia	Schaalia odontolytica
B1_6_months	k141_7468_phage213_8839_21380_12_0.65	12542	HumGut_27050	kraken:taxid|3027050|HumGut_27050_1	2203317	2215845	Schaalia	Schaalia odontolytica
B1_6_months	k141_7468_phage213_8839_21380_12_0.65	12542	HumGut_27243	kraken:taxid|3027243|HumGut_27243_1	1726457	1713918	Schaalia	Schaalia odontolytica
B1_6_months	k141_8581	15435	HumGut_15027	kraken:taxid|3015027|HumGut_15027_1	1394215	1409656	Veillonella	Veillonella atypica
B1_6_months	k141_925_phage73_292_23927_23_0.61	23636	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	1201477	1177814	Clostridium	Clostridium neonatale
B2_1_month	k141_10692_phage656_11923_24891_11_0.6	12969	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	428636	441604	Clostridium	Clostridium neonatale
B2_1_month	k141_11453_1_checkv_32661-64538/72513	31878	HumGut_4698	kraken:taxid|3004698|HumGut_4698_1	30251	59635	Dialister	Dialister sp. CAG:486
B2_1_month	k141_11855	14724	HumGut_23223	kraken:taxid|3023223|HumGut_23223_1	475080	460362	Phytobacter	Phytobacter diazotrophicus
B2_1_month	k141_11855	14724	HumGut_27044	kraken:taxid|3027044|HumGut_27044_1	1727953	1742676	Phytobacter	Phytobacter diazotrophicus
B2_1_month	k141_14835_phage608_1_13744_11_0.57	13744	HumGut_1392	kraken:taxid|3001392|HumGut_1392_1	2112077	2125712	Bifidobacterium	Bifidobacterium longum
B2_1_month	k141_14835_phage608_1_13744_11_0.57	13744	HumGut_3297	kraken:taxid|3003297|HumGut_3297_1	7968	20506	Bifidobacterium	Bifidobacterium longum
B2_1_month	k141_15880	17225	HumGut_23223	kraken:taxid|3023223|HumGut_23223_1	519929	537129	Phytobacter	Phytobacter diazotrophicus
B2_1_month	k141_15880	17225	HumGut_27044	kraken:taxid|3027044|HumGut_27044_1	3662792	3645593	Phytobacter	Phytobacter diazotrophicus
B2_1_month	k141_16136_1_checkv_143987-209332/235766	65346	HumGut_11024	kraken:taxid|3011024|HumGut_11024_1	1709438	1774783	Culturomica	Culturomica massiliensis
B2_1_month	k141_16136_1_checkv_143987-209332/235766	65346	HumGut_11423	kraken:taxid|3011423|HumGut_11423_1	1744957	1810302	Butyricimonas	Butyricimonas faecalis
B2_1_month	k141_16136_1_checkv_143987-209332/235766	65346	HumGut_12595	kraken:taxid|3012595|HumGut_12595_1	4150007	4215352	Bacteroides	Bacteroides congonensis
B2_1_month	k141_16136_1_checkv_143987-209332/235766	65346	HumGut_1316	kraken:taxid|3001316|HumGut_1316_1	2632746	2567401	Odoribacter	Odoribacter splanchnicus
B2_1_month	k141_16136_1_checkv_143987-209332/235766	65346	HumGut_15495	kraken:taxid|3015495|HumGut_15495_1	87508	152853	Paraprevotella	Paraprevotella clara
B2_1_month	k141_16136_1_checkv_143987-209332/235766	65346	HumGut_168	kraken:taxid|3000168|HumGut_168_1	2274002	2336371	Bacteroides	Bacteroides xylanisolvens
B2_1_month	k141_16136_1_checkv_143987-209332/235766	65346	HumGut_174	kraken:taxid|3000174|HumGut_174_1	710687	776032	Alistipes	Alistipes putredinis
B2_1_month	k141_16136_1_checkv_143987-209332/235766	65346	HumGut_467	kraken:taxid|3000467|HumGut_467_1	3343312	3408661	Bacteroides	Bacteroides xylanisolvens
B2_1_month	k141_16136_1_checkv_143987-209332/235766	65346	HumGut_7172	kraken:taxid|3007172|HumGut_7172_1	90032	24686	Prevotella	Prevotella sp. CAG:891
B2_1_month	k141_16136_1_checkv_143987-209332/235766	65346	HumGut_735	kraken:taxid|3000735|HumGut_735_1	3943124	4008469	Bacteroides	Bacteroides xylanisolvens
B2_1_month	k141_16266_phage401_2_15933_20_0.77	15932	HumGut_11687	kraken:taxid|3011687|HumGut_11687_1	1711058	1726989	Bacteroides	Bacteroides salyersiae
B2_1_month	k141_16266_phage401_2_15933_20_0.77	15932	HumGut_12165	kraken:taxid|3012165|HumGut_12165_1	1539661	1523730	Phocaeicola	Phocaeicola plebeius
B2_1_month	k141_16266_phage401_2_15933_20_0.77	15932	HumGut_12942	kraken:taxid|3012942|HumGut_12942_1	997722	981791	Bacteroides	Bacteroides faecichinchillae
B2_1_month	k141_16266_phage401_2_15933_20_0.77	15932	HumGut_13312	kraken:taxid|3013312|HumGut_13312_1	5021297	5037228	Butyricimonas	Butyricimonas sp. An62
B2_1_month	k141_16266_phage401_2_15933_20_0.77	15932	HumGut_13918	kraken:taxid|3013918|HumGut_13918_1	164573	180374	NA	uncultured Porphyromonadaceae bacterium
B2_1_month	k141_16266_phage401_2_15933_20_0.77	15932	HumGut_159	kraken:taxid|3000159|HumGut_159_1	2119656	2135587	Bacteroides	Bacteroides stercoris
B2_1_month	k141_16266_phage401_2_15933_20_0.77	15932	HumGut_1872	kraken:taxid|3001872|HumGut_1872_1	942335	926404	Bacteroides	Bacteroides xylanisolvens
B2_1_month	k141_16266_phage401_2_15933_20_0.77	15932	HumGut_20580	kraken:taxid|3020580|HumGut_20580_1	2304608	2288807	Bacteroides	Bacteroides sp. CAG:545
B2_1_month	k141_16266_phage401_2_15933_20_0.77	15932	HumGut_2189	kraken:taxid|3002189|HumGut_2189_1	813458	829194	Phocaeicola	Phocaeicola plebeius
B2_1_month	k141_16266_phage401_2_15933_20_0.77	15932	HumGut_2535	kraken:taxid|3002535|HumGut_2535_1	1443031	1458962	Bacteroides	Bacteroides xylanisolvens
B2_1_month	k141_16266_phage401_2_15933_20_0.77	15932	HumGut_2819	kraken:taxid|3002819|HumGut_2819_1	1915511	1931431	Dialister	Dialister sp. CAG:486
B2_1_month	k141_16266_phage401_2_15933_20_0.77	15932	HumGut_4025	kraken:taxid|3004025|HumGut_4025_1	203007	187076	Bacteroides	Bacteroides stercoris
B2_1_month	k141_16266_phage401_2_15933_20_0.77	15932	HumGut_6379	kraken:taxid|3006379|HumGut_6379_1	1694752	1710683	Prevotella	uncultured Prevotella sp.
B2_1_month	k141_17374	19415	HumGut_13372	kraken:taxid|3013372|HumGut_13372_1	1287957	1306148	Prevotella	Prevotella bivia
B2_1_month	k141_19529_phage673_8783_23008_11_0.55	14226	HumGut_5348	kraken:taxid|3005348|HumGut_5348_1	100634	87553	Collinsella	Collinsella sp. CAG:166
B2_1_month	k141_19529_phage673_8783_23008_11_0.55	14226	HumGut_5916	kraken:taxid|3005916|HumGut_5916_1	22707	36932	Collinsella	Collinsella aerofaciens
B2_1_month	k141_19529_phage673_8783_23008_11_0.55	14226	HumGut_6172	kraken:taxid|3006172|HumGut_6172_1	1181520	1194610	Collinsella	uncultured Collinsella sp.
B2_1_month	k141_19529_phage673_8783_23008_11_0.55	14226	HumGut_6245	kraken:taxid|3006245|HumGut_6245_1	1870484	1856259	Collinsella	Collinsella aerofaciens
B2_1_month	k141_19529_phage673_8783_23008_11_0.55	14226	HumGut_7250	kraken:taxid|3007250|HumGut_7250_1	359387	346303	Collinsella	Collinsella sp. CAG:166
B2_1_month	k141_19529_phage673_8783_23008_11_0.55	14226	HumGut_7514	kraken:taxid|3007514|HumGut_7514_1	539366	525203	Collinsella	Collinsella aerofaciens
B2_1_month	k141_19529_phage673_8783_23008_11_0.55	14226	HumGut_8239	kraken:taxid|3008239|HumGut_8239_1	1420747	1433837	Collinsella	uncultured Collinsella sp.
B2_1_month	k141_19529_phage673_8783_23008_11_0.55	14226	HumGut_8729	kraken:taxid|3008729|HumGut_8729_1	1023650	1010561	Collinsella	uncultured Collinsella sp.
B2_1_month	k141_19992_1_checkv_94215-132363/138906	38149	HumGut_10846	kraken:taxid|3010846|HumGut_10846_1	615176	653326	Mediterranea	Mediterranea massiliensis
B2_1_month	k141_19992_1_checkv_94215-132363/138906	38149	HumGut_11269	kraken:taxid|3011269|HumGut_11269_1	3492221	3454071	Bacteroides	Bacteroides mediterraneensis
B2_1_month	k141_19992_1_checkv_94215-132363/138906	38149	HumGut_12165	kraken:taxid|3012165|HumGut_12165_1	610527	572380	Phocaeicola	Phocaeicola plebeius
B2_1_month	k141_19992_1_checkv_94215-132363/138906	38149	HumGut_13918	kraken:taxid|3013918|HumGut_13918_1	291247	253100	NA	uncultured Porphyromonadaceae bacterium
B2_1_month	k141_19992_1_checkv_94215-132363/138906	38149	HumGut_2565	kraken:taxid|3002565|HumGut_2565_1	3120713	3082566	Phocaeicola	Phocaeicola plebeius
B2_1_month	k141_23688	10042	HumGut_15826	kraken:taxid|3015826|HumGut_15826_1	4847994	4837953	Klebsiella	Klebsiella aerogenes
B2_1_month	k141_23916_phage616_1_11261_12_0.55	11261	HumGut_11652	kraken:taxid|3011652|HumGut_11652_1	520591	509331	Enterococcus	Enterococcus faecalis
B2_1_month	k141_23916_phage616_1_11261_12_0.55	11261	HumGut_8992	kraken:taxid|3008992|HumGut_8992_1	912335	923595	Streptococcus	Streptococcus sp. CCH5-D3
B2_1_month	k141_2510	25012	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	2347361	2372169	Clostridium	Clostridium neonatale
B2_1_month	k141_26129	13988	HumGut_11652	kraken:taxid|3011652|HumGut_11652_1	184144	198066	Enterococcus	Enterococcus faecalis
B2_1_month	k141_26458_1_checkv_5547-17059/26296	11513	HumGut_15826	kraken:taxid|3015826|HumGut_15826_1	5813482	5802907	Klebsiella	Klebsiella aerogenes
B2_1_month	k141_26536_1_checkv_109361-150167/213350	40807	HumGut_1787	kraken:taxid|3001787|HumGut_1787_1	4533166	4573972	Bacteroides	Bacteroides xylanisolvens
B2_1_month	k141_28268_phage683_447_13345_12_0.82	12899	HumGut_5115	kraken:taxid|3005115|HumGut_5115_1	1549051	1536153	Streptococcus	Streptococcus salivarius
B2_1_month	k141_28351_phage691_12388_26356_17_0.62	13969	HumGut_17898	kraken:taxid|3017898|HumGut_17898_1	191465	205427	Clostridium	Clostridium perfringens
B2_1_month	k141_28351_phage691_12388_26356_17_0.62	13969	HumGut_21434	kraken:taxid|3021434|HumGut_21434_1	447660	461621	Clostridium	Clostridium perfringens
B2_1_month	k141_28351_phage691_12388_26356_17_0.62	13969	HumGut_27547	kraken:taxid|3027547|HumGut_27547_1	3528246	3514279	Clostridium	Clostridium perfringens
B2_1_month	k141_28351_phage691_12388_26356_17_0.62	13969	HumGut_28317	kraken:taxid|3028317|HumGut_28317_1	648740	634771	Clostridium	Clostridium perfringens
B2_1_month	k141_28351_phage691_12388_26356_17_0.62	13969	HumGut_28413	kraken:taxid|3028413|HumGut_28413_1	2735700	2749668	Clostridium	Clostridium perfringens
B2_1_month	k141_28536	11857	HumGut_30407	kraken:taxid|3030407|HumGut_30407_1	3757870	3746278	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_3073_phage373_188494_204293_11_0.59	15800	HumGut_17898	kraken:taxid|3017898|HumGut_17898_1	2158771	2142945	Clostridium	Clostridium perfringens
B2_1_month	k141_3073_phage373_188494_204293_11_0.59	15800	HumGut_27547	kraken:taxid|3027547|HumGut_27547_1	2850993	2835196	Clostridium	Clostridium perfringens
B2_1_month	k141_3073_phage373_188494_204293_11_0.59	15800	HumGut_28317	kraken:taxid|3028317|HumGut_28317_1	2960204	2944384	Clostridium	Clostridium perfringens
B2_1_month	k141_3073_phage373_188494_204293_11_0.59	15800	HumGut_28413	kraken:taxid|3028413|HumGut_28413_1	132030	147824	Clostridium	Clostridium perfringens
B2_1_month	k141_31490	31182	HumGut_28839	kraken:taxid|3028839|HumGut_28839_1	2851641	2882681	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_29769	kraken:taxid|3029769|HumGut_29769_1	803288	834333	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_29817	kraken:taxid|3029817|HumGut_29817_1	396175	365174	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_29818	kraken:taxid|3029818|HumGut_29818_1	696880	666734	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30033	kraken:taxid|3030033|HumGut_30033_1	1916597	1947642	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30066	kraken:taxid|3030066|HumGut_30066_1	2152094	2121056	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30158	kraken:taxid|3030158|HumGut_30158_1	1704774	1674578	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30167	kraken:taxid|3030167|HumGut_30167_1	1118509	1149510	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30179	kraken:taxid|3030179|HumGut_30179_1	1043204	1012216	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30332	kraken:taxid|3030332|HumGut_30332_1	1373848	1342817	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30336	kraken:taxid|3030336|HumGut_30336_1	743154	772240	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30433	kraken:taxid|3030433|HumGut_30433_1	2258209	2289243	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30434	kraken:taxid|3030434|HumGut_30434_1	1414674	1383687	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30483	kraken:taxid|3030483|HumGut_30483_1	1399210	1430240	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30486	kraken:taxid|3030486|HumGut_30486_1	3389614	3358591	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30488	kraken:taxid|3030488|HumGut_30488_1	3577258	3546209	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30497	kraken:taxid|3030497|HumGut_30497_1	1788421	1757400	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30517	kraken:taxid|3030517|HumGut_30517_1	2670643	2700724	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30541	kraken:taxid|3030541|HumGut_30541_1	537286	506295	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30544	kraken:taxid|3030544|HumGut_30544_1	535194	505072	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30551	kraken:taxid|3030551|HumGut_30551_1	1355125	1385869	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30555	kraken:taxid|3030555|HumGut_30555_1	2216249	2185211	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30566	kraken:taxid|3030566|HumGut_30566_1	3424779	3455806	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30576	kraken:taxid|3030576|HumGut_30576_1	3661102	3689950	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30581	kraken:taxid|3030581|HumGut_30581_1	3020892	3051879	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30603	kraken:taxid|3030603|HumGut_30603_1	3828982	3860018	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30615	kraken:taxid|3030615|HumGut_30615_1	436111	405066	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30618	kraken:taxid|3030618|HumGut_30618_1	1700155	1731165	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30621	kraken:taxid|3030621|HumGut_30621_1	1432103	1401063	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_31490	31182	HumGut_30622	kraken:taxid|3030622|HumGut_30622_1	2913693	2944737	Acinetobacter	Acinetobacter pittii
B2_1_month	k141_3179	14049	HumGut_10631	kraken:taxid|3010631|HumGut_10631_1	1115765	1129799	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_10930	kraken:taxid|3010930|HumGut_10930_1	676277	662522	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_11539	kraken:taxid|3011539|HumGut_11539_1	14450	698	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_11591	kraken:taxid|3011591|HumGut_11591_1	1307123	1320875	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_11726	kraken:taxid|3011726|HumGut_11726_1	157963	144208	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_11747	kraken:taxid|3011747|HumGut_11747_1	1330834	1344884	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_11752	kraken:taxid|3011752|HumGut_11752_1	1572278	1559074	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_11847	kraken:taxid|3011847|HumGut_11847_1	14393	343	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_12249	kraken:taxid|3012249|HumGut_12249_1	116498	102743	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_12277	kraken:taxid|3012277|HumGut_12277_1	1369600	1383352	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_12290	kraken:taxid|3012290|HumGut_12290_1	2178045	2191806	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_12530	kraken:taxid|3012530|HumGut_12530_1	652170	638415	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_12551	kraken:taxid|3012551|HumGut_12551_1	819461	833213	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_12628	kraken:taxid|3012628|HumGut_12628_1	1563920	1577912	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_12633	kraken:taxid|3012633|HumGut_12633_1	1031412	1045462	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_12757	kraken:taxid|3012757|HumGut_12757_1	736776	750826	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_12759	kraken:taxid|3012759|HumGut_12759_1	1448170	1434283	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_12765	kraken:taxid|3012765|HumGut_12765_1	596690	582935	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_12782	kraken:taxid|3012782|HumGut_12782_1	1889956	1903711	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_12784	kraken:taxid|3012784|HumGut_12784_1	1180542	1194293	Veillonella	Veillonella parvula
B2_1_month	k141_3179	14049	HumGut_12791	kraken:taxid|3012791|HumGut_12791_1	115050	100994	Veillonella	Veillonella parvula
