sample	contig	qlen	ref	sstart	send	host_genus	host_species
B2_1_month	k141_991_phage242_24636_58429_28_0.57	33794	B2_1_month__1343_Streptococcus_vestibularis__k141_991	24637	58430	Streptococcus	Streptococcus vestibularis
B2_6_months	k141_13958	24607	B2_6_months__435842_Streptococcus_sp._C150__k141_13958	1	24607	Streptococcus	Streptococcus sp. C150
B2_6_months	k141_14548	38246	B2_6_months__48296_Acinetobacter_pittii__k141_14548	1	38246	Acinetobacter	Acinetobacter pittii
B2_6_months	k141_14711_1_checkv_20716-38370/38370	17655	B2_6_months__216816_Bifidobacterium_longum__k141_14711	20716	38370	Bifidobacterium	Bifidobacterium longum
B2_6_months	k141_16628	14562	B2_6_months__68891_Streptococcus_peroris__k141_16628	1	14562	Streptococcus	Streptococcus peroris
B2_6_months	k141_17435_1_checkv_1-15545/21566	15545	B2_6_months__548_Klebsiella_aerogenes__k141_17435	1	15545	Klebsiella	Klebsiella aerogenes
B2_6_months	k141_17635_phage389_79429_90225_12_0.55	10797	B2_6_months__216816_Bifidobacterium_longum__k141_17635	79430	90226	Bifidobacterium	Bifidobacterium longum
B2_6_months	k141_17635_phage390_98189_122462_18_0.63	24274	B2_6_months__216816_Bifidobacterium_longum__k141_17635	98190	122463	Bifidobacterium	Bifidobacterium longum
B2_6_months	k141_17720_phage5_1369_14108_15_0.66	12740	B2_6_months__39778_Veillonella_dispar__k141_17720	1370	14109	Veillonella	Veillonella dispar
B2_6_months	k141_18801_1_checkv_1-10333/19514	10333	B2_6_months__548_Klebsiella_aerogenes__k141_18801	1	10333	Klebsiella	Klebsiella aerogenes
B2_6_months	k141_19264	10915	B2_6_months__548_Klebsiella_aerogenes__k141_19264	1	10915	Klebsiella	Klebsiella aerogenes
B2_6_months	k141_19631_1_checkv_443942-457794/457794	13853	B2_6_months__1280_Staphylococcus_aureus__k141_19631	443942	457794	Staphylococcus	Staphylococcus aureus
B2_6_months	k141_21044	34795	B2_6_months__28025_Bifidobacterium_animalis__k141_21044	1	34795	Bifidobacterium	Bifidobacterium animalis
B2_6_months	k141_21848_1_checkv_39382-73901/80123	34520	B2_6_months__48296_Acinetobacter_pittii__k141_21848	39382	73901	Acinetobacter	Acinetobacter pittii
B2_6_months	k141_22283_1_checkv_4680-42039/80225	37360	B2_6_months__83427_uncultured_Streptococcus_sp.__k141_22283	4680	42039	Streptococcus	uncultured Streptococcus sp.
B2_6_months	k141_22644	82127	B2_6_months__1203556_Actinomyces_sp._HPA0247__k141_22644	1	82127	Actinomyces	Actinomyces sp. HPA0247
B2_6_months	k141_23650_phage306_114191_144877_20_0.61	30687	B2_6_months__1203556_Actinomyces_sp._HPA0247__k141_23650	114192	144878	Actinomyces	Actinomyces sp. HPA0247
B2_6_months	k141_24845_2_checkv_45454-76867/106444	31414	B2_6_months__1311774_Acinetobacter_pittii__k141_24845	45454	76867	Acinetobacter	Acinetobacter pittii
B2_6_months	k141_25885	30544	B2_6_months__39777_Veillonella_atypica__k141_25885	1	30544	Veillonella	Veillonella atypica
B2_6_months	k141_26394	22618	B2_6_months__39777_Veillonella_atypica__k141_26394	1	22618	Veillonella	Veillonella atypica
B2_6_months	k141_26590_1_checkv_96481-110408/110408	13928	B2_6_months__216816_Bifidobacterium_longum__k141_26590	96481	110408	Bifidobacterium	Bifidobacterium longum
B2_6_months	k141_29568_1_checkv_2496-39408/94153	36913	B2_6_months__83427_uncultured_Streptococcus_sp.__k141_29568	2496	39408	Streptococcus	uncultured Streptococcus sp.
B2_6_months	k141_29695_1_checkv_1-40002/108037	40002	B2_6_months__548_Klebsiella_aerogenes__k141_29695	1	40002	Klebsiella	Klebsiella aerogenes
B2_6_months	k141_31129_phage314_23903_37262_12_0.55	13360	B2_6_months__1190620_Atopobium_sp._ICM42b__k141_31129	23904	37263	Atopobium	Atopobium sp. ICM42b
B2_6_months	k141_31926_phage11_8_19016_22_0.59	19009	B2_6_months__216816_Bifidobacterium_longum__k141_31926	9	19017	Bifidobacterium	Bifidobacterium longum
B2_6_months	k141_33935_phage249_37229_59569_19_0.7	22341	B2_6_months__1280_Staphylococcus_aureus__k141_33935	37230	59570	Staphylococcus	Staphylococcus aureus
B2_6_months	k141_37709_phage212_340_12539_18_0.67	12200	B2_6_months__1203556_Actinomyces_sp._HPA0247__k141_37709	341	12540	Actinomyces	Actinomyces sp. HPA0247
B2_6_months	k141_37744_1_checkv_1560-54097/95595	52538	B2_6_months__548_Klebsiella_aerogenes__k141_37744	1560	54097	Klebsiella	Klebsiella aerogenes
B2_6_months	k141_37746_1_checkv_60971-93878/93878	32908	B2_6_months__47715_Lacticaseibacillus_rhamnosus__k141_37746	60971	93878	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B2_6_months	k141_38799_phage345_123347_138643_15_0.63	15297	B2_6_months__216816_Bifidobacterium_longum__k141_38799	123348	138644	Bifidobacterium	Bifidobacterium longum
B2_6_months	k141_40867_1_checkv_1-56919/59740	56919	B2_6_months__48296_Acinetobacter_pittii__k141_40867	1	56919	Acinetobacter	Acinetobacter pittii
B2_6_months	k141_42708	33278	B2_6_months__83427_uncultured_Streptococcus_sp.__k141_42708	1	33278	Streptococcus	uncultured Streptococcus sp.
B2_6_months	k141_43092	28413	B2_6_months__1203556_Actinomyces_sp._HPA0247__k141_43092	1	28413	Actinomyces	Actinomyces sp. HPA0247
B2_6_months	k141_46200	23069	B2_6_months__1203556_Actinomyces_sp._HPA0247__k141_46200	1	23069	Actinomyces	Actinomyces sp. HPA0247
B2_6_months	k141_47564_phage152_1894_18609_14_0.69	16716	B2_6_months__39778_Veillonella_dispar__k141_47564	1895	18610	Veillonella	Veillonella dispar
B2_6_months	k141_48623_phage285_118066_137932_29_0.72	19867	B2_6_months__1203556_Actinomyces_sp._HPA0247__k141_48623	118067	137933	Actinomyces	Actinomyces sp. HPA0247
B2_6_months	k141_4920_1_checkv_25653-67695/199730	42043	B2_6_months__1311774_Acinetobacter_pittii__k141_4920	25653	67695	Acinetobacter	Acinetobacter pittii
B2_6_months	k141_51043_1_checkv_9394-49540/378837	40147	B2_6_months__573_Klebsiella_pneumoniae__k141_51043	9394	49540	Klebsiella	Klebsiella pneumoniae
B2_6_months	k141_53348	17007	B2_6_months__1190620_Atopobium_sp._ICM42b__k141_53348	1	17007	Atopobium	Atopobium sp. ICM42b
B2_6_months	k141_53889	40164	B2_6_months__39777_Veillonella_atypica__k141_53889	1	40164	Veillonella	Veillonella atypica
B2_6_months	k141_5439	18601	B2_6_months__83427_uncultured_Streptococcus_sp.__k141_5439	1	18601	Streptococcus	uncultured Streptococcus sp.
B2_6_months	k141_54733_1_checkv_8317-28227/92383	19911	B2_6_months__47715_Lacticaseibacillus_rhamnosus__k141_54733	8317	28227	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B2_6_months	k141_56513	18692	B2_6_months__83427_uncultured_Streptococcus_sp.__k141_56513	1	18692	Streptococcus	uncultured Streptococcus sp.
B2_6_months	k141_58037	11817	B2_6_months__48296_Acinetobacter_pittii__k141_58037	1	11817	Acinetobacter	Acinetobacter pittii
B2_6_months	k141_58384	26465	B2_6_months__548_Klebsiella_aerogenes__k141_58384	1	26465	Klebsiella	Klebsiella aerogenes
B2_6_months	k141_59232_phage334_35378_57001_17_0.51	21624	B2_6_months__1280_Staphylococcus_aureus__k141_59232	35379	57002	Staphylococcus	Staphylococcus aureus
B2_6_months	k141_60228_1_checkv_46796-63161/63161	16366	B2_6_months__48296_Acinetobacter_pittii__k141_60228	46796	63161	Acinetobacter	Acinetobacter pittii
B2_6_months	k141_60469_1_checkv_21082-46608/106075	25527	B2_6_months__39778_Veillonella_dispar__k141_60469	21082	46608	Veillonella	Veillonella dispar
B2_6_months	k141_60835	10142	B2_6_months__888746_Streptococcus_peroris__k141_60835	1	10142	Streptococcus	Streptococcus peroris
B2_6_months	k141_62401_phage267_138_17090_17_0.73	16953	B2_6_months__47715_Lacticaseibacillus_rhamnosus__k141_62401	139	17091	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B2_6_months	k141_65078_phage95_2_10695_20_0.87	10694	B2_6_months__28037_Streptococcus_mitis__k141_65078	3	10696	Streptococcus	Streptococcus mitis
B2_6_months	k141_67068_1_checkv_1-35221/47995	35221	B2_6_months__48296_Acinetobacter_pittii__k141_67068	1	35221	Acinetobacter	Acinetobacter pittii
B2_6_months	k141_67648_1_checkv_5814-20003/47321	14190	B2_6_months__1280_Staphylococcus_aureus__k141_67648	5814	20003	Staphylococcus	Staphylococcus aureus
B3_12_months	k141_10281_1_checkv_59129-69511/69511	10383	B3_12_months__820_Bacteroides_uniformis__k141_10281	59129	69511	Bacteroides	Bacteroides uniformis
B3_12_months	k141_11574	40330	B3_12_months__626929_Bacteroides_clarus__k141_11574	1	40330	Bacteroides	Bacteroides clarus
B3_12_months	k141_11711	17715	B3_12_months__571_Klebsiella_oxytoca__k141_11711	1	17715	Klebsiella	Klebsiella oxytoca
B3_12_months	k141_12288	36071	B3_12_months__418240_Blautia_wexlerae__k141_12288	1	36071	Blautia	Blautia wexlerae
B3_12_months	k141_12302	62951	B3_12_months__820_Bacteroides_uniformis__k141_12302	1	62951	Bacteroides	Bacteroides uniformis
B3_12_months	k141_12979	31998	B3_12_months__562_Escherichia_coli__k141_12979	1	31998	Escherichia	Escherichia coli
B3_12_months	k141_1325	12173	B3_12_months__820_Bacteroides_uniformis__k141_1325	1	12173	Bacteroides	Bacteroides uniformis
B3_12_months	k141_13822	16200	B3_12_months__571_Klebsiella_oxytoca__k141_13822	1	16200	Klebsiella	Klebsiella oxytoca
B3_12_months	k141_14153	16429	B3_12_months__626929_Bacteroides_clarus__k141_14153	1	16429	Bacteroides	Bacteroides clarus
B3_12_months	k141_14561_1_checkv_146618-178541/575564	31924	B3_12_months__1736_Eubacterium_limosum__k141_14561	146618	178541	Eubacterium	Eubacterium limosum
B3_12_months	k141_15335	11442	B3_12_months__47715_Lacticaseibacillus_rhamnosus__k141_15335	1	11442	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B3_12_months	k141_17595_1_checkv_28131-66644/150301	38514	B3_12_months__150055_Streptococcus_lutetiensis__k141_17595	28131	66644	Streptococcus	Streptococcus lutetiensis
B3_12_months	k141_18633_phage523_3_10908_13_0.69	10906	B3_12_months__562_Escherichia_coli__k141_18633	4	10909	Escherichia	Escherichia coli
B3_12_months	k141_18922_phage556_88_11928_17_0.79	11841	B3_12_months__1547_Erysipelatoclostridium_ramosum__k141_18922	89	11929	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B3_12_months	k141_2016	130972	B3_12_months__820_Bacteroides_uniformis__k141_2016	1	130972	Bacteroides	Bacteroides uniformis
B3_12_months	k141_21079_phage86_283_12507_14_0.72	12225	B3_12_months__418240_Blautia_wexlerae__k141_21079	284	12508	Blautia	Blautia wexlerae
B3_12_months	k141_2159	40813	B3_12_months__674529_Bacteroides_faecis__k141_2159	1	40813	Bacteroides	Bacteroides faecis
B3_12_months	k141_21609_phage166_5513_21106_17_0.56	15594	B3_12_months__1547_Erysipelatoclostridium_ramosum__k141_21609	5514	21107	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B3_12_months	k141_21771	26916	B3_12_months__1736_Eubacterium_limosum__k141_21771	1	26916	Eubacterium	Eubacterium limosum
B3_12_months	k141_23035	53290	B3_12_months__1628085_Agathobaculum_butyriciproducens__k141_23035	1	53290	Agathobaculum	Agathobaculum butyriciproducens
B3_12_months	k141_23367	14931	B3_12_months__674529_Bacteroides_faecis__k141_23367	1	14931	Bacteroides	Bacteroides faecis
B3_12_months	k141_24158_phage662_2_32608_50_0.75	32607	B3_12_months__729_Haemophilus_parainfluenzae__k141_24158	3	32609	Haemophilus	Haemophilus parainfluenzae
B3_12_months	k141_28172	18311	B3_12_months__626929_Bacteroides_clarus__k141_28172	1	18311	Bacteroides	Bacteroides clarus
B3_12_months	k141_28224_phage575_143_15158_18_0.8	15016	B3_12_months__674529_Bacteroides_faecis__k141_28224	144	15159	Bacteroides	Bacteroides faecis
B3_12_months	k141_29526	10550	B3_12_months__729_Haemophilus_parainfluenzae__k141_29526	1	10550	Haemophilus	Haemophilus parainfluenzae
B3_12_months	k141_2964_1_checkv_12371-22910/22910	10540	B3_12_months__626929_Bacteroides_clarus__k141_2964	12371	22910	Bacteroides	Bacteroides clarus
B3_12_months	k141_30432_1_checkv_22848-49816/82410	26969	B3_12_months__292800_Flavonifractor_plautii__k141_30432	22848	49816	Flavonifractor	Flavonifractor plautii
B3_12_months	k141_30998	43101	B3_12_months__626929_Bacteroides_clarus__k141_30998	1	43101	Bacteroides	Bacteroides clarus
B3_12_months	k141_32394_phage320_8075_36919_44_0.61	28845	B3_12_months__1628085_Agathobaculum_butyriciproducens__k141_32394	8076	36920	Agathobaculum	Agathobaculum butyriciproducens
B3_12_months	k141_3307	29242	B3_12_months__562_Escherichia_coli__k141_3307	1	29242	Escherichia	Escherichia coli
B3_12_months	k141_3378_1_checkv_1-11463/28518	11463	B3_12_months__1547_Erysipelatoclostridium_ramosum__k141_3378	1	11463	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B3_12_months	k141_34127	28464	B3_12_months__216816_Bifidobacterium_longum__k141_34127	1	28464	Bifidobacterium	Bifidobacterium longum
B3_12_months	k141_36129	22143	B3_12_months__292800_Flavonifractor_plautii__k141_36129	1	22143	Flavonifractor	Flavonifractor plautii
B3_12_months	k141_36158	10275	B3_12_months__562_Escherichia_coli__k141_36158	1	10275	Escherichia	Escherichia coli
B3_12_months	k141_3697_1_checkv_57959-90634/90634	32676	B3_12_months__1628085_Agathobaculum_butyriciproducens__k141_3697	57959	90634	Agathobaculum	Agathobaculum butyriciproducens
B3_12_months	k141_39220	24406	B3_12_months__1547_Erysipelatoclostridium_ramosum__k141_39220	1	24406	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B3_12_months	k141_40036_1_checkv_9666-83064/89824	73399	B3_12_months__674529_Bacteroides_faecis__k141_40036	9666	83064	Bacteroides	Bacteroides faecis
B3_12_months	k141_40985_phage42_154_17049_22_0.61	16896	B3_12_months__1308_Streptococcus_thermophilus__k141_40985	155	17050	Streptococcus	Streptococcus thermophilus
B3_12_months	k141_41343	31620	B3_12_months__674529_Bacteroides_faecis__k141_41343	1	31620	Bacteroides	Bacteroides faecis
B3_12_months	k141_4179	32787	B3_12_months__674529_Bacteroides_faecis__k141_4179	1	32787	Bacteroides	Bacteroides faecis
B3_12_months	k141_42099	35955	B3_12_months__562_Escherichia_coli__k141_42099	1	35955	Escherichia	Escherichia coli
B3_12_months	k141_43059	36667	B3_12_months__626929_Bacteroides_clarus__k141_43059	1	36667	Bacteroides	Bacteroides clarus
B3_12_months	k141_43184_phage402_3690_17308_13_0.61	13619	B3_12_months__292800_Flavonifractor_plautii__k141_43184	3691	17309	Flavonifractor	Flavonifractor plautii
B3_12_months	k141_44119	55161	B3_12_months__674529_Bacteroides_faecis__k141_44119	1	55161	Bacteroides	Bacteroides faecis
B3_12_months	k141_44425	10178	B3_12_months__28025_Bifidobacterium_animalis__k141_44425	1	10178	Bifidobacterium	Bifidobacterium animalis
B3_12_months	k141_44509_phage591_36059_50401_11_0.69	14343	B3_12_months__39777_Veillonella_atypica__k141_44509	36060	50402	Veillonella	Veillonella atypica
B3_12_months	k141_44828_1_checkv_7599-33154/60607	25556	B3_12_months__1628085_Agathobaculum_butyriciproducens__k141_44828	7599	33154	Agathobaculum	Agathobaculum butyriciproducens
B3_12_months	k141_46010_phage18_16983_27692_12_0.63	10710	B3_12_months__418240_Blautia_wexlerae__k141_46010	16984	27693	Blautia	Blautia wexlerae
B3_12_months	k141_46518_1_checkv_15970-52004/120470	36035	B3_12_months__46228_[Ruminococcus]_lactaris__k141_46518	15970	52004	Mediterraneibacter	[Ruminococcus] lactaris
B3_12_months	k141_46544_phage149_276380_292864_20_0.72	16485	B3_12_months__2292349_Eubacterium_sp._AM28-29__k141_46544	276381	292865	Eubacterium	Eubacterium sp. AM28-29
B3_12_months	k141_46903_phage232_3422_27290_14_0.66	23869	B3_12_months__2292349_Eubacterium_sp._AM28-29__k141_46903	3423	27291	Eubacterium	Eubacterium sp. AM28-29
B3_12_months	k141_46933_1_checkv_1-30397/59174	30397	B3_12_months__571_Klebsiella_oxytoca__k141_46933	1	30397	Klebsiella	Klebsiella oxytoca
B3_12_months	k141_47394	34823	B3_12_months__84112_Eggerthella_lenta__k141_47394	1	34823	Eggerthella	Eggerthella lenta
B3_12_months	k141_48051	22058	B3_12_months__626929_Bacteroides_clarus__k141_48051	1	22058	Bacteroides	Bacteroides clarus
B3_12_months	k141_48517_1_checkv_11522-21995/49233	10474	B3_12_months__150055_Streptococcus_lutetiensis__k141_48517	11522	21995	Streptococcus	Streptococcus lutetiensis
B3_12_months	k141_49587	12526	B3_12_months__674529_Bacteroides_faecis__k141_49587	1	12526	Bacteroides	Bacteroides faecis
B3_12_months	k141_49724_1_checkv_5994-47338/47338	41345	B3_12_months__1318_Streptococcus_parasanguinis__k141_49724	5994	47338	Streptococcus	Streptococcus parasanguinis
B3_12_months	k141_49785_1_checkv_62382-76363/76363	13982	B3_12_months__674529_Bacteroides_faecis__k141_49785	62382	76363	Bacteroides	Bacteroides faecis
B3_12_months	k141_50505	28320	B3_12_months__292800_Flavonifractor_plautii__k141_50505	1	28320	Flavonifractor	Flavonifractor plautii
B3_12_months	k141_50649_1_checkv_11438-45212/65596	33775	B3_12_months__562_Escherichia_coli__k141_50649	11438	45212	Escherichia	Escherichia coli
B3_12_months	k141_50698	29814	B3_12_months__820_Bacteroides_uniformis__k141_50698	1	29814	Bacteroides	Bacteroides uniformis
B3_12_months	k141_51508_phage78_2_10497_10_0.57	10496	B3_12_months__418240_Blautia_wexlerae__k141_51508	3	10498	Blautia	Blautia wexlerae
B3_12_months	k141_51723_phage147_58790_70197_10_0.53	11408	B3_12_months__292800_Flavonifractor_plautii__k141_51723	58791	70198	Flavonifractor	Flavonifractor plautii
B3_12_months	k141_5236	53638	B3_12_months__39777_Veillonella_atypica__k141_5236	1	53638	Veillonella	Veillonella atypica
B3_12_months	k141_52698_phage416_1257_25626_24_0.61	24370	B3_12_months__1547_Erysipelatoclostridium_ramosum__k141_52698	1258	25627	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B3_12_months	k141_52847_phage479_46063_90923_39_0.78	44861	B3_12_months__1547_Erysipelatoclostridium_ramosum__k141_52847	46064	90924	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B3_12_months	k141_53318	35638	B3_12_months__729_Haemophilus_parainfluenzae__k141_53318	1	35638	Haemophilus	Haemophilus parainfluenzae
B3_12_months	k141_53389_phage577_75199_89402_23_0.59	14204	B3_12_months__1522_[Clostridium]_innocuum__k141_53389	75200	89403	Erysipelatoclostridium	[Clostridium] innocuum
B3_12_months	k141_55102	82752	B3_12_months__1628085_Agathobaculum_butyriciproducens__k141_55102	1	82752	Agathobaculum	Agathobaculum butyriciproducens
B3_12_months	k141_55486_phage810_179_15741_18_0.57	15563	B3_12_months__1366_Lactococcus_raffinolactis__k141_55486	180	15742	Lactococcus	Lactococcus raffinolactis
B3_12_months	k141_56247	38255	B3_12_months__626929_Bacteroides_clarus__k141_56247	1	38255	Bacteroides	Bacteroides clarus
B3_12_months	k141_57370	29412	B3_12_months__626929_Bacteroides_clarus__k141_57370	1	29412	Bacteroides	Bacteroides clarus
B3_12_months	k141_57618	45035	B3_12_months__216816_Bifidobacterium_longum__k141_57618	1	45035	Bifidobacterium	Bifidobacterium longum
B3_12_months	k141_58164_1_checkv_35602-78694/78694	43093	B3_12_months__47715_Lacticaseibacillus_rhamnosus__k141_58164	35602	78694	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B3_12_months	k141_5866	36770	B3_12_months__571_Klebsiella_oxytoca__k141_5866	1	36770	Klebsiella	Klebsiella oxytoca
B3_12_months	k141_59831	44694	B3_12_months__626929_Bacteroides_clarus__k141_59831	1	44694	Bacteroides	Bacteroides clarus
B3_12_months	k141_60430_1_checkv_20859-38019/38019	17161	B3_12_months__1547_Erysipelatoclostridium_ramosum__k141_60430	20859	38019	Erysipelatoclostridium	Erysipelatoclostridium ramosum
